Event;SetupID;DecisionTime;StepFrom;StepTo;Direction;Bid;Ask;SpreadPoints;ATR;ATRPct100;ATRRegime;ADX;DIPlus;DIMinus;RSI;MACDHist;EMA200DistATR;EMA200Slope5ATR;FloatingPnLNoCost;OpenPositions;BasketBE;Session;OpenHour;Mode;Rule;FillPrice;FillTime
A;3189;2022.12.02 01:39:15;1;2;BUY;1797.80;1798.20;40.4;0.35;0.019343;0.6812;30.1897;11.8654;36.5580;36.4464;-0.114180;-8.2677;-0.074079;-4.25;1;0.00;Asia;1;0;NONE;0.00;
P;3189;2022.12.02 01:39:15;1;2;BUY;1797.80;1798.20;40.4;0.35;0.019343;0.6812;30.1897;11.8654;36.5580;36.4464;-0.114180;-8.2677;-0.074079;-5.06;2;0.00;Asia;1;0;M0;0.00;
F;3189;2022.12.02 01:39:15;1;2;BUY;1797.80;1798.20;40.4;0.35;0.019343;0.6812;30.1897;11.8654;36.5580;36.4464;-0.114180;-8.2677;-0.074079;-5.06;2;1799.14;Asia;1;0;M0;1798.20;2022.12.02 01:39:15
A;3190;2022.12.02 13:53:00;0;1;BUY;1784.53;1784.86;33.5;1.86;0.104089;0.5533;35.2615;15.4162;9.7533;45.6388;0.899910;-6.1016;-0.071325;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;3191;2022.12.05 08:33:00;0;1;BUY;1798.01;1798.49;48.6;0.39;0.021579;0.6810;21.5929;19.5779;14.1435;47.9432;0.045274;-10.0871;-0.111117;0.00;0;0.00;London;8;0;NONE;0.00;
A;3191;2022.12.05 09:35:28;1;2;BUY;1795.49;1795.90;41.4;0.54;0.030215;1.2631;45.3210;4.5196;42.3381;27.0421;-0.286612;-7.9814;-0.064272;-3.01;1;0.00;London;9;0;NONE;0.00;
P;3191;2022.12.05 09:35:28;1;2;BUY;1795.49;1795.90;41.4;0.54;0.030215;1.2631;45.3210;4.5196;42.3381;27.0421;-0.286612;-7.9814;-0.064272;-3.84;2;0.00;London;9;0;M0;0.00;
F;3191;2022.12.05 09:35:28;1;2;BUY;1795.49;1795.90;41.4;0.54;0.030215;1.2631;45.3210;4.5196;42.3381;27.0421;-0.286612;-7.9814;-0.064272;-3.84;2;1796.52;London;9;0;M0;1795.90;2022.12.05 09:35:28
A;3192;2022.12.05 14:00:00;0;1;BUY;1792.41;1792.89;48.6;0.66;0.036892;0.7642;44.4809;17.3197;17.1831;46.4208;0.180364;-4.1197;-0.052898;0.00;0;0.00;Overlap;14;0;NONE;0.00;
A;3192;2022.12.05 14:39:20;1;2;BUY;1788.48;1788.95;47.5;0.96;0.053705;1.1895;42.8467;10.7226;32.9944;31.0785;-0.026972;-5.5658;-0.042392;-4.42;1;0.00;Overlap;14;0;NONE;0.00;
P;3192;2022.12.05 14:39:20;1;2;BUY;1788.48;1788.95;47.5;0.96;0.053705;1.1895;42.8467;10.7226;32.9944;31.0785;-0.026972;-5.5658;-0.042392;-5.37;2;0.00;Overlap;14;0;M0;0.00;
F;3192;2022.12.05 14:39:20;1;2;BUY;1788.48;1788.95;47.5;0.96;0.053705;1.1895;42.8467;10.7226;32.9944;31.0785;-0.026972;-5.5658;-0.042392;-5.37;2;1790.06;Overlap;14;0;M0;1788.95;2022.12.05 14:39:20
A;3192;2022.12.05 15:00:00;2;3;BUY;1778.93;1780.50;157.6;1.94;0.108914;2.4158;54.6955;6.9796;41.6530;12.4807;-0.445464;-6.9171;-0.047314;-34.02;2;1790.06;Overlap;15;0;NONE;0.00;
P;3192;2022.12.05 15:00:00;2;3;BUY;1778.93;1780.50;157.6;1.94;0.108914;2.4158;54.6955;6.9796;41.6530;12.4807;-0.445464;-6.9171;-0.047314;-38.75;3;1790.06;Overlap;15;0;M0;0.00;
F;3192;2022.12.05 15:00:00;2;3;BUY;1778.93;1780.50;157.6;1.94;0.108914;2.4158;54.6955;6.9796;41.6530;12.4807;-0.445464;-6.9171;-0.047314;-38.75;3;1786.17;Overlap;15;0;M0;1780.50;2022.12.05 15:00:00
A;3192;2022.12.05 17:01:32;3;4;BUY;1771.59;1772.00;41.4;0.76;0.042899;1.1140;24.6372;16.6160;32.5829;29.6278;-0.031876;-11.5232;-0.102269;-82.79;3;1786.17;NewYork;17;0;NONE;0.00;
P;3192;2022.12.05 17:01:32;3;4;BUY;1771.59;1772.00;41.4;0.76;0.042899;1.1140;24.6372;16.6160;32.5829;29.6278;-0.031876;-11.5232;-0.102269;-84.45;4;1786.17;NewYork;17;0;M0;0.00;
F;3192;2022.12.05 17:01:32;3;4;BUY;1771.59;1772.00;41.4;0.76;0.042899;1.1140;24.6372;16.6160;32.5829;29.6278;-0.031876;-11.5232;-0.102269;-84.45;4;1780.37;NewYork;17;0;M0;1772.00;2022.12.05 17:01:32
A;3193;2022.12.08 01:46:00;0;1;BUY;1781.89;1782.37;48.4;0.33;0.018800;0.6768;27.3014;12.6964;19.1122;43.0088;0.034549;-9.2897;-0.100316;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;3194;2022.12.08 10:49:04;0;1;BUY;1783.16;1783.55;39.4;0.28;0.015702;0.5957;31.2999;26.4617;18.1570;53.0957;0.030927;-0.8169;-0.020114;0.00;0;0.00;London;10;0;NONE;0.00;
A;3195;2022.12.09 05:18:01;0;1;BUY;1796.63;1796.91;28.7;0.23;0.012565;1.0033;24.9661;26.1862;14.4255;53.7733;0.055051;7.4464;0.074391;0.00;0;0.00;Asia;5;0;NONE;0.00;
A;3195;2022.12.09 05:58:21;1;2;BUY;1795.55;1796.01;46.4;0.37;0.020760;0.9319;26.3396;15.6957;36.0137;33.5189;-0.124783;0.0776;0.008969;-1.37;1;0.00;Asia;5;0;NONE;0.00;
P;3195;2022.12.09 05:58:21;1;2;BUY;1795.55;1796.01;46.4;0.37;0.020760;0.9319;26.3396;15.6957;36.0137;33.5189;-0.124783;0.0776;0.008969;-2.30;2;0.00;Asia;5;0;M0;0.00;
F;3195;2022.12.09 05:58:21;1;2;BUY;1795.55;1796.01;46.4;0.37;0.020760;0.9319;26.3396;15.6957;36.0137;33.5189;-0.124783;0.0776;0.008969;-2.30;2;1796.02;Asia;5;0;M0;1796.01;2022.12.09 05:58:21
A;3195;2022.12.09 07:37:40;2;3;BUY;1793.33;1793.72;39.4;0.41;0.022849;0.9814;41.1061;9.9739;29.0612;34.4547;-0.040042;-4.4723;-0.033698;-8.96;2;1796.02;London;7;0;NONE;0.00;
P;3195;2022.12.09 07:37:40;2;3;BUY;1793.33;1793.72;39.4;0.41;0.022849;0.9814;41.1061;9.9739;29.0612;34.4547;-0.040042;-4.4723;-0.033698;-10.14;3;1796.02;London;7;0;M0;0.00;
F;3195;2022.12.09 07:37:40;2;3;BUY;1793.33;1793.72;39.4;0.41;0.022849;0.9814;41.1061;9.9739;29.0612;34.4547;-0.040042;-4.4723;-0.033698;-10.14;3;1794.78;London;7;0;M0;1793.72;2022.12.09 07:37:40
A;3195;2022.12.09 08:53:24;3;4;BUY;1790.14;1790.54;40.4;0.25;0.013965;0.5495;18.1293;15.0869;29.1713;32.9539;-0.061618;-12.0537;-0.113793;-29.28;3;1794.78;London;8;0;NONE;0.00;
P;3195;2022.12.09 08:53:24;3;4;BUY;1790.14;1790.54;40.4;0.25;0.013965;0.5495;18.1293;15.0869;29.1713;32.9539;-0.061618;-12.0537;-0.113793;-30.90;4;1794.78;London;8;0;M0;0.00;
F;3195;2022.12.09 08:53:24;3;4;BUY;1790.14;1790.54;40.4;0.25;0.013965;0.5495;18.1293;15.0869;29.1713;32.9539;-0.061618;-12.0537;-0.113793;-30.90;4;1792.92;London;8;0;M0;1790.54;2022.12.09 08:53:24
A;3196;2022.12.09 21:02:01;0;1;BUY;1795.45;1795.99;54.4;0.33;0.018394;0.8980;44.3300;17.8579;19.0230;41.8292;0.127610;-7.6784;-0.088003;0.00;0;0.00;Unknown;21;0;NONE;0.00;
A;3196;2022.12.12 00:05:02;1;2;BUY;1794.00;1794.36;36.4;0.20;0.011162;0.4944;47.0546;7.1721;26.5601;30.3488;-0.074461;-11.9820;-0.114638;-2.61;1;0.00;Asia;0;0;NONE;0.00;
P;3196;2022.12.12 00:05:02;1;2;BUY;1794.00;1794.36;36.4;0.20;0.011162;0.4944;47.0546;7.1721;26.5601;30.3488;-0.074461;-11.9820;-0.114638;-3.34;2;0.00;Asia;0;0;M0;0.00;
F;3196;2022.12.12 00:05:02;1;2;BUY;1794.00;1794.36;36.4;0.20;0.011162;0.4944;47.0546;7.1721;26.5601;30.3488;-0.074461;-11.9820;-0.114638;-3.34;2;1794.66;Asia;0;0;M0;1794.36;2022.12.12 00:05:02
A;3196;2022.12.12 01:09:40;2;3;BUY;1790.97;1791.39;42.4;0.49;0.027471;0.9990;27.9836;10.7724;32.8640;26.4228;-0.210575;-7.8105;-0.070465;-12.43;2;1794.66;Asia;1;0;NONE;0.00;
P;3196;2022.12.12 01:09:40;2;3;BUY;1790.97;1791.39;42.4;0.49;0.027471;0.9990;27.9836;10.7724;32.8640;26.4228;-0.210575;-7.8105;-0.070465;-13.70;3;1794.66;Asia;1;0;M0;0.00;
F;3196;2022.12.12 01:09:40;2;3;BUY;1790.97;1791.39;42.4;0.49;0.027471;0.9990;27.9836;10.7724;32.8640;26.4228;-0.210575;-7.8105;-0.070465;-13.70;3;1792.84;Asia;1;0;M0;1791.39;2022.12.12 01:09:40
A;3196;2022.12.12 05:11:25;3;4;BUY;1786.03;1786.55;52.6;0.56;0.031369;1.8521;18.0638;14.3009;29.1420;33.0792;-0.099214;-4.2775;-0.031839;-43.36;3;1792.84;Asia;5;0;NONE;0.00;
P;3196;2022.12.12 05:11:25;3;4;BUY;1786.03;1786.55;52.6;0.56;0.031369;1.8521;18.0638;14.3009;29.1420;33.0792;-0.099214;-4.2775;-0.031839;-45.46;4;1792.84;Asia;5;0;M0;0.00;
F;3196;2022.12.12 05:11:25;3;4;BUY;1786.03;1786.55;52.6;0.56;0.031369;1.8521;18.0638;14.3009;29.1420;33.0792;-0.099214;-4.2775;-0.031839;-45.46;4;1790.12;Asia;5;0;M0;1786.55;2022.12.12 05:11:25
A;3197;2022.12.12 20:51:00;0;1;BUY;1779.80;1780.13;34.0;0.19;0.010535;0.8721;22.9269;19.3433;21.4818;44.5322;0.015138;-5.6825;-0.063039;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;3198;2022.12.13 03:00:00;0;1;SELL;1785.63;1785.98;35.7;0.16;0.008680;0.7848;60.4017;16.7900;9.5128;64.2284;-0.058741;14.1247;0.150217;0.00;0;0.00;Asia;3;0;NONE;0.00;
A;3199;2022.12.13 04:23:01;0;1;BUY;1781.82;1782.11;29.7;0.20;0.011505;0.8723;30.3997;31.1101;21.3654;49.3679;0.114462;-6.6877;-0.079157;0.00;0;0.00;Asia;4;0;NONE;0.00;
A;3200;2022.12.13 05:38:04;0;1;BUY;1784.17;1784.48;30.7;0.19;0.010929;0.3992;46.0000;45.2079;7.2775;75.8497;0.137678;6.7935;0.057398;0.00;0;0.00;Asia;5;0;NONE;0.00;
A;3201;2022.12.13 07:47:04;0;1;SELL;1787.87;1788.16;29.7;0.27;0.015200;0.6849;20.2698;14.6143;20.3033;50.8884;-0.055434;8.5142;0.095507;0.00;0;0.00;London;7;0;NONE;0.00;
A;3202;2022.12.14 07:35:00;0;1;BUY;1808.92;1809.30;37.0;0.41;0.022900;0.9589;43.6968;25.5230;24.5189;37.3154;0.039273;-3.5965;-0.043482;0.00;0;0.00;London;7;0;NONE;0.00;
A;3202;2022.12.14 08:07:36;1;2;BUY;1806.82;1807.13;32.0;0.59;0.032834;0.9085;22.7858;18.7502;32.2182;33.2117;-0.228031;-5.0908;-0.037268;-2.48;1;0.00;London;8;0;NONE;0.00;
P;3202;2022.12.14 08:07:36;1;2;BUY;1806.82;1807.13;32.0;0.59;0.032834;0.9085;22.7858;18.7502;32.2182;33.2117;-0.228031;-5.0908;-0.037268;-3.12;2;0.00;London;8;0;M0;0.00;
F;3202;2022.12.14 08:07:36;1;2;BUY;1806.82;1807.13;32.0;0.59;0.032834;0.9085;22.7858;18.7502;32.2182;33.2117;-0.228031;-5.0908;-0.037268;-3.12;2;1807.65;London;8;0;M0;1807.13;2022.12.14 08:07:36
A;3203;2022.12.14 20:11:00;0;1;BUY;1810.47;1810.78;30.7;1.60;0.088140;1.5894;45.9474;41.7693;5.6021;70.8520;0.395540;2.7569;0.015850;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;3203;2022.12.15 01:18:27;1;2;BUY;1801.76;1802.08;31.7;0.91;0.050645;1.1371;42.5639;7.3769;35.7863;23.9202;-0.383405;-5.1158;-0.042413;-10.36;1;0.00;Asia;1;0;NONE;0.00;
P;3203;2022.12.15 01:18:27;1;2;BUY;1801.76;1802.08;31.7;0.91;0.050645;1.1371;42.5639;7.3769;35.7863;23.9202;-0.383405;-5.1158;-0.042413;-10.99;2;0.00;Asia;1;0;M0;0.00;
F;3203;2022.12.15 01:18:27;1;2;BUY;1801.76;1802.08;31.7;0.91;0.050645;1.1371;42.5639;7.3769;35.7863;23.9202;-0.383405;-5.1158;-0.042413;-10.99;2;1804.83;Asia;1;0;M0;1802.08;2022.12.15 01:18:27
A;3203;2022.12.15 07:50:08;2;3;BUY;1788.43;1788.80;36.0;0.70;0.038931;1.0392;65.8106;2.4678;44.5139;19.6240;-0.335537;-6.7993;-0.052362;-50.97;2;1804.83;London;7;0;NONE;0.00;
P;3203;2022.12.15 07:50:08;2;3;BUY;1788.43;1788.80;36.0;0.70;0.038931;1.0392;65.8106;2.4678;44.5139;19.6240;-0.335537;-6.7993;-0.052362;-52.05;3;1804.83;London;7;0;M0;0.00;
F;3203;2022.12.15 07:50:08;2;3;BUY;1788.43;1788.80;36.0;0.70;0.038931;1.0392;65.8106;2.4678;44.5139;19.6240;-0.335537;-6.7993;-0.052362;-52.05;3;1796.65;London;7;0;M0;1788.80;2022.12.15 07:50:08
A;3204;2022.12.21 10:16:00;0;1;BUY;1814.38;1814.67;29.7;0.49;0.027282;1.1765;30.0565;28.6561;13.1487;63.2746;0.199744;0.0465;-0.012361;0.00;0;0.00;London;10;0;NONE;0.00;
A;3204;2022.12.21 11:25:03;1;2;BUY;1811.87;1812.18;32.0;0.24;0.013246;0.6194;46.4806;8.3161;30.8283;33.5968;-0.075925;-7.9153;-0.069795;-2.81;1;0.00;London;11;0;NONE;0.00;
P;3204;2022.12.21 11:25:03;1;2;BUY;1811.87;1812.18;32.0;0.24;0.013246;0.6194;46.4806;8.3161;30.8283;33.5968;-0.075925;-7.9153;-0.069795;-3.45;2;0.00;London;11;0;M0;0.00;
F;3204;2022.12.21 11:25:03;1;2;BUY;1811.87;1812.18;32.0;0.24;0.013246;0.6194;46.4806;8.3161;30.8283;33.5968;-0.075925;-7.9153;-0.069795;-3.45;2;1812.80;London;11;0;M0;1812.18;2022.12.21 11:25:03
A;3205;2022.12.21 23:04:00;0;1;BUY;1814.10;1814.57;47.5;0.35;0.019307;1.3155;19.9501;11.4996;15.5076;47.9446;0.011069;-2.0409;-0.023212;0.00;0;0.00;Asia;23;0;NONE;0.00;
A;3206;2022.12.22 11:04:00;0;1;BUY;1814.84;1815.16;32.7;0.33;0.018335;1.2177;34.2982;11.8713;18.3612;47.5048;0.054746;-3.8820;-0.044560;0.00;0;0.00;London;11;0;NONE;0.00;
A;3207;2022.12.23 02:04:00;0;1;SELL;1794.58;1794.88;31.0;0.23;0.012956;1.1772;28.1399;14.9457;21.1689;53.1959;-0.110682;6.8139;0.079473;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;3207;2022.12.23 05:17:52;1;2;SELL;1795.54;1795.91;38.0;0.56;0.031369;2.5631;30.1132;31.9666;9.8874;62.9047;-0.004035;3.1170;0.021861;-1.34;1;0.00;Asia;5;0;NONE;0.00;
P;3207;2022.12.23 05:17:52;1;2;SELL;1795.54;1795.91;38.0;0.56;0.031369;2.5631;30.1132;31.9666;9.8874;62.9047;-0.004035;3.1170;0.021861;-2.10;2;0.00;Asia;5;0;M0;0.00;
F;3207;2022.12.23 05:17:52;1;2;SELL;1795.54;1795.91;38.0;0.56;0.031369;2.5631;30.1132;31.9666;9.8874;62.9047;-0.004035;3.1170;0.021861;-2.10;2;1795.45;Asia;5;0;M0;1795.54;2022.12.23 05:17:52
A;3207;2022.12.23 07:09:15;2;3;SELL;1797.63;1798.01;37.0;0.34;0.018789;0.5325;49.5779;34.1850;3.8713;76.2574;0.229342;8.0929;0.072765;-8.37;2;1795.45;London;7;0;NONE;0.00;
P;3207;2022.12.23 07:09:15;2;3;SELL;1797.63;1798.01;37.0;0.34;0.018789;0.5325;49.5779;34.1850;3.8713;76.2574;0.229342;8.0929;0.072765;-9.48;3;1795.45;London;7;0;M0;0.00;
F;3207;2022.12.23 07:09:15;2;3;SELL;1797.63;1798.01;37.0;0.34;0.018789;0.5325;49.5779;34.1850;3.8713;76.2574;0.229342;8.0929;0.072765;-9.48;3;1796.65;London;7;0;M0;1797.63;2022.12.23 07:09:15
A;3208;2022.12.23 13:09:00;0;1;SELL;1797.17;1797.49;31.7;0.35;0.019336;0.6406;18.1414;11.8321;14.2293;50.0856;0.007019;-0.8067;-0.005053;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;3208;2022.12.23 13:25:52;1;2;SELL;1799.15;1799.60;45.5;0.54;0.030042;1.0009;35.6690;29.6096;6.4495;71.1562;0.149680;3.0139;0.018057;-2.43;1;0.00;Overlap;13;0;NONE;0.00;
P;3208;2022.12.23 13:25:52;1;2;SELL;1799.15;1799.60;45.5;0.54;0.030042;1.0009;35.6690;29.6096;6.4495;71.1562;0.149680;3.0139;0.018057;-3.34;2;0.00;Overlap;13;0;M0;0.00;
F;3208;2022.12.23 13:25:52;1;2;SELL;1799.15;1799.60;45.5;0.54;0.030042;1.0009;35.6690;29.6096;6.4495;71.1562;0.149680;3.0139;0.018057;-3.34;2;1798.73;Overlap;13;0;M0;1799.15;2022.12.23 13:25:52
A;3209;2022.12.27 07:00:00;0;1;SELL;1806.73;1807.16;43.8;0.16;0.009105;0.6087;47.9892;18.0878;18.6915;59.9177;0.043766;9.2211;0.100866;0.00;0;0.00;London;7;0;NONE;0.00;
A;3209;2022.12.27 07:01:28;1;2;SELL;1807.80;1808.19;39.7;0.44;0.024450;1.3106;58.9764;31.2463;4.6438;71.7311;0.128848;5.7748;0.043934;-1.47;1;0.00;London;7;0;NONE;0.00;
P;3209;2022.12.27 07:01:28;1;2;SELL;1807.80;1808.19;39.7;0.44;0.024450;1.3106;58.9764;31.2463;4.6438;71.7311;0.128848;5.7748;0.043934;-2.26;2;0.00;London;7;0;M0;0.00;
F;3209;2022.12.27 07:01:28;1;2;SELL;1807.80;1808.19;39.7;0.44;0.024450;1.3106;58.9764;31.2463;4.6438;71.7311;0.128848;5.7748;0.043934;-2.26;2;1807.69;London;7;0;M0;1807.80;2022.12.27 07:01:28
A;3210;2022.12.27 13:05:00;0;1;BUY;1809.45;1809.80;34.0;0.69;0.037857;0.8893;23.4484;20.2968;12.8336;55.6035;0.126497;0.8106;0.002542;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;3210;2022.12.27 14:00:36;1;2;BUY;1805.56;1805.99;43.8;0.65;0.036028;1.6324;26.5358;6.9070;35.2890;27.7626;-0.210929;-4.2422;-0.027707;-4.24;1;0.00;Overlap;14;0;NONE;0.00;
P;3210;2022.12.27 14:00:36;1;2;BUY;1805.56;1805.99;43.8;0.65;0.036028;1.6324;26.5358;6.9070;35.2890;27.7626;-0.210929;-4.2422;-0.027707;-5.12;2;0.00;Overlap;14;0;M0;0.00;
F;3210;2022.12.27 14:00:36;1;2;BUY;1805.56;1805.99;43.8;0.65;0.036028;1.6324;26.5358;6.9070;35.2890;27.7626;-0.210929;-4.2422;-0.027707;-5.12;2;1806.98;Overlap;14;0;M0;1805.99;2022.12.27 14:00:36
A;3211;2022.12.27 21:32:00;0;1;BUY;1813.14;1813.70;55.7;0.14;0.007528;1.5600;17.2882;18.7146;18.8647;47.9483;-0.015752;-8.3319;-0.086809;0.00;0;0.00;Unknown;21;0;NONE;0.00;
A;3211;2022.12.27 23:49:06;1;2;BUY;1812.57;1812.98;41.8;0.34;0.018868;1.9543;62.9238;7.7097;41.6366;30.5439;-0.120244;-3.8704;-0.032506;-1.14;1;0.00;Asia;23;0;NONE;0.00;
P;3211;2022.12.27 23:49:06;1;2;BUY;1812.57;1812.98;41.8;0.34;0.018868;1.9543;62.9238;7.7097;41.6366;30.5439;-0.120244;-3.8704;-0.032506;-1.98;2;0.00;Asia;23;0;M0;0.00;
F;3211;2022.12.27 23:49:06;1;2;BUY;1812.57;1812.98;41.8;0.34;0.018868;1.9543;62.9238;7.7097;41.6366;30.5439;-0.120244;-3.8704;-0.032506;-1.98;2;1812.94;Asia;23;0;M0;1812.98;2022.12.27 23:49:06
A;3211;2022.12.28 00:17:08;2;3;BUY;1810.83;1811.17;35.0;0.31;0.016981;1.4138;43.5532;9.2724;41.7043;25.0929;-0.044045;-8.4598;-0.069669;-8.54;2;1812.94;Asia;0;0;NONE;0.00;
P;3211;2022.12.28 00:17:08;2;3;BUY;1810.83;1811.17;35.0;0.31;0.016981;1.4138;43.5532;9.2724;41.7043;25.0929;-0.044045;-8.4598;-0.069669;-9.59;3;1812.94;Asia;0;0;M0;0.00;
F;3211;2022.12.28 00:17:08;2;3;BUY;1810.83;1811.17;35.0;0.31;0.016981;1.4138;43.5532;9.2724;41.7043;25.0929;-0.044045;-8.4598;-0.069669;-9.59;3;1811.91;Asia;0;0;M0;1811.17;2022.12.28 00:17:08
A;3212;2022.12.28 15:11:00;0;1;BUY;1805.09;1805.40;32.0;0.73;0.040441;0.8838;26.5948;25.1287;20.0337;51.4605;0.176172;-0.0508;-0.016192;0.00;0;0.00;Overlap;15;0;NONE;0.00;
A;3212;2022.12.28 15:37:06;1;2;BUY;1800.20;1800.53;32.8;0.81;0.045245;1.1234;35.8188;10.2557;29.1728;29.3682;-0.115204;-5.3957;-0.043415;-5.20;1;0.00;Overlap;15;0;NONE;0.00;
P;3212;2022.12.28 15:37:06;1;2;BUY;1800.20;1800.53;32.8;0.81;0.045245;1.1234;35.8188;10.2557;29.1728;29.3682;-0.115204;-5.3957;-0.043415;-5.86;2;0.00;Overlap;15;0;M0;0.00;
F;3212;2022.12.28 15:37:06;1;2;BUY;1800.20;1800.53;32.8;0.81;0.045245;1.1234;35.8188;10.2557;29.1728;29.3682;-0.115204;-5.3957;-0.043415;-5.86;2;1801.94;Overlap;15;0;M0;1800.53;2022.12.28 15:37:06
A;3213;2022.12.28 17:57:00;0;1;SELL;1805.42;1805.81;38.0;0.33;0.018167;0.7709;23.5728;24.2781;20.9416;55.9609;-0.084300;6.9165;0.076684;0.00;0;0.00;NewYork;17;0;NONE;0.00;
A;3213;2022.12.28 18:06:57;1;2;SELL;1806.99;1807.34;34.0;0.49;0.027228;0.9695;28.4243;32.2166;15.4991;69.6310;0.095092;7.2893;0.062690;-1.91;1;0.00;NewYork;18;0;NONE;0.00;
P;3213;2022.12.28 18:06:57;1;2;SELL;1806.99;1807.34;34.0;0.49;0.027228;0.9695;28.4243;32.2166;15.4991;69.6310;0.095092;7.2893;0.062690;-2.59;2;0.00;NewYork;18;0;M0;0.00;
F;3213;2022.12.28 18:06:57;1;2;SELL;1806.99;1807.34;34.0;0.49;0.027228;0.9695;28.4243;32.2166;15.4991;69.6310;0.095092;7.2893;0.062690;-2.59;2;1806.68;NewYork;18;0;M0;1806.99;2022.12.28 18:06:57
A;3214;2022.12.29 06:45:04;0;1;BUY;1807.76;1808.15;39.7;0.18;0.009957;0.4453;29.8059;16.9525;18.7453;40.8269;0.054366;-2.5454;-0.033060;0.00;0;0.00;Asia;6;0;NONE;0.00;
A;3214;2022.12.29 07:11:38;1;2;BUY;1806.84;1807.23;40.0;0.30;0.016382;0.6369;28.2917;13.5281;49.7254;33.1468;-0.186054;-4.4668;-0.026938;-1.32;1;0.00;London;7;0;NONE;0.00;
P;3214;2022.12.29 07:11:38;1;2;BUY;1806.84;1807.23;40.0;0.30;0.016382;0.6369;28.2917;13.5281;49.7254;33.1468;-0.186054;-4.4668;-0.026938;-2.12;2;0.00;London;7;0;M0;0.00;
F;3214;2022.12.29 07:11:38;1;2;BUY;1806.84;1807.23;40.0;0.30;0.016382;0.6369;28.2917;13.5281;49.7254;33.1468;-0.186054;-4.4668;-0.026938;-2.12;2;1807.29;London;7;0;M0;1807.23;2022.12.29 07:11:38
A;3214;2022.12.29 07:30:54;2;3;BUY;1804.96;1805.32;35.8;0.54;0.029738;1.3091;43.6460;10.9783;35.5599;29.0025;-0.048180;-5.3400;-0.038921;-7.76;2;1807.29;London;7;0;NONE;0.00;
P;3214;2022.12.29 07:30:54;2;3;BUY;1804.96;1805.32;35.8;0.54;0.029738;1.3091;43.6460;10.9783;35.5599;29.0025;-0.048180;-5.3400;-0.038921;-8.83;3;1807.29;London;7;0;M0;0.00;
F;3214;2022.12.29 07:30:54;2;3;BUY;1804.96;1805.32;35.8;0.54;0.029738;1.3091;43.6460;10.9783;35.5599;29.0025;-0.048180;-5.3400;-0.038921;-8.83;3;1806.12;London;7;0;M0;1805.32;2022.12.29 07:30:54
A;3215;2022.12.29 21:01:00;0;1;BUY;1814.85;1815.20;35.7;0.42;0.023005;2.0366;24.6879;13.4619;18.7762;47.9826;0.078399;-3.2499;-0.038672;0.00;0;0.00;Unknown;21;0;NONE;0.00;
A;3216;2023.01.04 21:48:06;0;1;BUY;1853.86;1854.30;44.4;0.14;0.007687;0.5182;46.9343;16.9978;29.1617;34.6390;-0.049628;0.6893;0.001963;0.00;0;0.00;Unknown;21;0;NONE;0.00;
A;3217;2023.01.05 08:15:00;0;1;BUY;1846.96;1847.29;32.7;0.67;0.036140;0.8563;43.8898;14.9699;18.4272;41.0767;0.188782;-7.6405;-0.088170;0.00;0;0.00;London;8;0;NONE;0.00;
A;3217;2023.01.05 13:16:02;1;2;BUY;1842.46;1842.93;47.8;1.60;0.087085;2.7149;36.0191;12.4093;30.6274;23.8039;-0.377954;-3.6263;-0.022489;-4.84;1;0.00;Overlap;13;0;NONE;0.00;
P;3217;2023.01.05 13:16:02;1;2;BUY;1842.46;1842.93;47.8;1.60;0.087085;2.7149;36.0191;12.4093;30.6274;23.8039;-0.377954;-3.6263;-0.022489;-5.80;2;0.00;Overlap;13;0;M0;0.00;
F;3217;2023.01.05 13:16:02;1;2;BUY;1842.46;1842.93;47.8;1.60;0.087085;2.7149;36.0191;12.4093;30.6274;23.8039;-0.377954;-3.6263;-0.022489;-5.80;2;1844.09;Overlap;13;0;M0;1842.93;2023.01.05 13:16:02
A;3217;2023.01.05 13:54:47;2;3;BUY;1835.23;1835.63;40.8;1.70;0.092836;1.3389;41.3779;7.7602;38.1692;20.1479;-0.528424;-6.5178;-0.049049;-27.49;2;1844.09;Overlap;13;0;NONE;0.00;
P;3217;2023.01.05 13:54:47;2;3;BUY;1835.23;1835.63;40.8;1.70;0.092836;1.3389;41.3779;7.7602;38.1692;20.1479;-0.528424;-6.5178;-0.049049;-28.71;3;1844.09;Overlap;13;0;M0;0.00;
F;3217;2023.01.05 13:54:47;2;3;BUY;1835.23;1835.63;40.8;1.70;0.092836;1.3389;41.3779;7.7602;38.1692;20.1479;-0.528424;-6.5178;-0.049049;-28.71;3;1839.70;Overlap;13;0;M0;1835.63;2023.01.05 13:54:47
A;3218;2023.01.06 14:03:00;0;1;SELL;1850.67;1850.94;27.7;0.99;0.053643;0.6477;32.4767;14.9833;12.4717;64.4589;-0.502125;11.0973;0.116853;0.00;0;0.00;Overlap;14;0;NONE;0.00;
