Event;SetupID;DecisionTime;StepFrom;StepTo;Direction;Bid;Ask;SpreadPoints;ATR;ATRPct100;ATRRegime;ADX;DIPlus;DIMinus;RSI;MACDHist;EMA200DistATR;EMA200Slope5ATR;FloatingPnLNoCost;OpenPositions;BasketBE;Session;OpenHour;Mode;Rule;FillPrice;FillTime
F;987;2017.02.14 13:25:40;4;5;SELL;1234.38;1234.66;28.0;0.59;0.048142;0.8634;25.5001;33.5451;14.4689;68.5788;0.190120;6.8815;0.057202;-77.31;5;1230.66;Overlap;13;0;M0;1234.38;2017.02.14 13:25:40
A;988;2017.02.15 05:15:01;0;1;BUY;1225.55;1225.83;28.2;0.16;0.012831;1.4628;38.0048;10.7829;18.4087;45.0586;0.034342;-4.0225;-0.045992;0.00;0;0.00;Asia;5;0;NONE;0.00;
A;988;2017.02.15 06:00:25;1;2;BUY;1224.81;1225.09;28.2;0.29;0.023310;1.3142;41.2046;7.2358;36.8853;17.3348;-0.152399;-4.3831;-0.024124;-1.02;1;0.00;Asia;6;0;NONE;0.00;
P;988;2017.02.15 06:00:25;1;2;BUY;1224.81;1225.09;28.2;0.29;0.023310;1.3142;41.2046;7.2358;36.8853;17.3348;-0.152399;-4.3831;-0.024124;-1.58;2;0.00;Asia;6;0;M0;0.00;
F;988;2017.02.15 06:00:25;1;2;BUY;1224.81;1225.09;28.2;0.29;0.023310;1.3142;41.2046;7.2358;36.8853;17.3348;-0.152399;-4.3831;-0.024124;-1.58;2;1225.20;Asia;6;0;M0;1225.09;2017.02.15 06:00:25
A;989;2017.02.15 12:11:00;0;1;SELL;1226.86;1227.10;24.1;0.16;0.012756;0.4118;32.2747;15.9798;13.5680;62.6271;-0.005708;6.1652;0.072539;0.00;0;0.00;Overlap;12;0;NONE;0.00;
A;990;2017.02.15 14:53:01;0;1;SELL;1225.21;1225.50;28.8;0.22;0.018344;0.3102;37.0106;24.9786;14.0784;67.5608;-0.024107;8.3738;0.092580;0.00;0;0.00;Overlap;14;0;NONE;0.00;
A;990;2017.02.15 15:02:34;1;2;SELL;1226.72;1227.00;28.2;0.99;0.080499;2.8582;19.2861;30.6096;21.9078;72.1072;-0.027456;3.2781;0.018642;-1.79;1;0.00;Overlap;15;0;NONE;0.00;
P;990;2017.02.15 15:02:34;1;2;SELL;1226.72;1227.00;28.2;0.99;0.080499;2.8582;19.2861;30.6096;21.9078;72.1072;-0.027456;3.2781;0.018642;-2.35;2;0.00;Overlap;15;0;M0;0.00;
F;990;2017.02.15 15:02:34;1;2;SELL;1226.72;1227.00;28.2;0.99;0.080499;2.8582;19.2861;30.6096;21.9078;72.1072;-0.027456;3.2781;0.018642;-2.35;2;1226.38;Overlap;15;0;M0;1226.72;2017.02.15 15:02:34
A;991;2017.02.15 16:54:00;0;1;SELL;1230.51;1230.76;25.0;0.34;0.027631;0.5348;47.8271;13.7750;8.7072;60.3388;-0.121138;12.6691;0.137181;0.00;0;0.00;NewYork;16;0;NONE;0.00;
A;991;2017.02.15 17:22:41;1;2;SELL;1232.68;1232.95;26.9;0.44;0.035330;0.7216;32.3392;28.3835;11.6805;69.6411;0.113462;12.1278;0.113805;-2.44;1;0.00;NewYork;17;0;NONE;0.00;
P;991;2017.02.15 17:22:41;1;2;SELL;1232.68;1232.95;26.9;0.44;0.035330;0.7216;32.3392;28.3835;11.6805;69.6411;0.113462;12.1278;0.113805;-2.98;2;0.00;NewYork;17;0;M0;0.00;
F;991;2017.02.15 17:22:41;1;2;SELL;1232.68;1232.95;26.9;0.44;0.035330;0.7216;32.3392;28.3835;11.6805;69.6411;0.113462;12.1278;0.113805;-2.98;2;1232.11;NewYork;17;0;M0;1232.68;2017.02.15 17:22:41
A;992;2017.02.16 20:15:00;0;1;BUY;1240.51;1240.77;25.9;0.27;0.021544;1.7186;36.5550;20.1163;21.2853;55.6635;0.053519;2.2581;0.010937;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;992;2017.02.16 20:35:43;1;2;BUY;1239.14;1239.42;28.4;0.32;0.026208;2.6839;34.7028;8.9965;47.8323;25.9073;-0.153076;-2.5380;-0.008735;-1.63;1;0.00;NewYork;20;0;NONE;0.00;
P;992;2017.02.16 20:35:43;1;2;BUY;1239.14;1239.42;28.4;0.32;0.026208;2.6839;34.7028;8.9965;47.8323;25.9073;-0.153076;-2.5380;-0.008735;-2.20;2;0.00;NewYork;20;0;M0;0.00;
F;992;2017.02.16 20:35:43;1;2;BUY;1239.14;1239.42;28.4;0.32;0.026208;2.6839;34.7028;8.9965;47.8323;25.9073;-0.153076;-2.5380;-0.008735;-2.20;2;1239.68;NewYork;20;0;M0;1239.42;2017.02.16 20:35:43
A;992;2017.02.17 08:00:07;2;3;BUY;1236.69;1236.97;28.0;0.35;0.028685;3.1118;24.6715;10.3176;30.8182;16.9799;-0.046170;-3.9299;-0.017048;-12.76;2;1239.68;London;8;0;NONE;0.00;
P;992;2017.02.17 08:00:07;2;3;BUY;1236.69;1236.97;28.0;0.35;0.028685;3.1118;24.6715;10.3176;30.8182;16.9799;-0.046170;-3.9299;-0.017048;-13.60;3;1239.68;London;8;0;M0;0.00;
F;992;2017.02.17 08:00:07;2;3;BUY;1236.69;1236.97;28.0;0.35;0.028685;3.1118;24.6715;10.3176;30.8182;16.9799;-0.046170;-3.9299;-0.017048;-13.60;3;1238.19;London;8;0;M0;1236.97;2017.02.17 08:00:07
A;993;2017.02.17 16:19:00;0;1;BUY;1238.12;1238.33;20.8;0.36;0.029218;1.0987;37.4163;16.0856;17.4692;38.7159;0.226367;-8.3766;-0.094983;0.00;0;0.00;NewYork;16;0;NONE;0.00;
A;993;2017.02.19 23:00:00;1;2;BUY;1234.90;1235.60;69.8;0.92;0.074318;5.6827;22.5657;8.6199;26.2630;14.6036;-0.220678;-4.8097;-0.019882;-4.23;1;0.00;Asia;23;0;NONE;0.00;
P;993;2017.02.19 23:00:00;1;2;BUY;1234.90;1235.60;69.8;0.92;0.074318;5.6827;22.5657;8.6199;26.2630;14.6036;-0.220678;-4.8097;-0.019882;-5.63;2;0.00;Asia;23;0;M0;0.00;
F;993;2017.02.19 23:00:00;1;2;BUY;1234.90;1235.60;69.8;0.92;0.074318;5.6827;22.5657;8.6199;26.2630;14.6036;-0.220678;-4.8097;-0.019882;-5.63;2;1236.87;Asia;23;0;M0;1235.60;2017.02.19 23:00:00
A;994;2017.02.20 16:25:02;0;1;BUY;1237.80;1238.05;25.3;0.08;0.006705;0.6047;26.9392;21.9054;7.7917;57.6120;0.010920;3.8526;0.028229;0.00;0;0.00;NewYork;16;0;NONE;0.00;
A;994;2017.02.20 17:24:22;1;2;BUY;1237.51;1237.74;23.0;0.07;0.005616;0.5235;39.8599;7.9245;30.3753;30.7987;-0.023174;-1.8927;-0.006933;-0.54;1;0.00;NewYork;17;0;NONE;0.00;
P;994;2017.02.20 17:24:22;1;2;BUY;1237.51;1237.74;23.0;0.07;0.005616;0.5235;39.8599;7.9245;30.3753;30.7987;-0.023174;-1.8927;-0.006933;-1.00;2;0.00;NewYork;17;0;M0;0.00;
F;994;2017.02.20 17:24:22;1;2;BUY;1237.51;1237.74;23.0;0.07;0.005616;0.5235;39.8599;7.9245;30.3753;30.7987;-0.023174;-1.8927;-0.006933;-1.00;2;1237.69;NewYork;17;0;M0;1237.74;2017.02.20 17:24:22
A;994;2017.02.20 23:15:31;2;3;BUY;1236.69;1237.13;44.4;0.19;0.015323;1.2488;21.8934;15.0122;20.2778;26.1574;-0.026979;-4.5243;-0.042518;-3.47;2;1237.69;Asia;23;0;NONE;0.00;
P;994;2017.02.20 23:15:31;2;3;BUY;1236.69;1237.13;44.4;0.19;0.015323;1.2488;21.8934;15.0122;20.2778;26.1574;-0.026979;-4.5243;-0.042518;-4.80;3;1237.69;Asia;23;0;M0;0.00;
F;994;2017.02.20 23:15:31;2;3;BUY;1236.69;1237.13;44.4;0.19;0.015323;1.2488;21.8934;15.0122;20.2778;26.1574;-0.026979;-4.5243;-0.042518;-4.80;3;1237.19;Asia;23;0;M0;1237.13;2017.02.20 23:15:31
A;994;2017.02.21 00:25:09;3;4;BUY;1235.25;1235.53;27.9;0.32;0.026290;1.2454;66.1318;4.5265;39.2370;18.9324;-0.093755;-5.6349;-0.040595;-19.32;3;1237.19;Asia;0;0;NONE;0.00;
P;994;2017.02.21 00:25:09;3;4;BUY;1235.25;1235.53;27.9;0.32;0.026290;1.2454;66.1318;4.5265;39.2370;18.9324;-0.093755;-5.6349;-0.040595;-20.44;4;1237.19;Asia;0;0;M0;0.00;
F;994;2017.02.21 00:25:09;3;4;BUY;1235.25;1235.53;27.9;0.32;0.026290;1.2454;66.1318;4.5265;39.2370;18.9324;-0.093755;-5.6349;-0.040595;-20.44;4;1236.46;Asia;0;0;M0;1235.53;2017.02.21 00:25:09
A;994;2017.02.21 01:12:00;4;5;BUY;1234.00;1234.38;37.8;0.19;0.015539;1.0365;29.4737;15.8478;52.0800;28.3426;-0.053212;-11.8751;-0.104769;-32.91;4;1236.46;Asia;1;0;NONE;0.00;
P;994;2017.02.21 01:12:00;4;5;BUY;1234.00;1234.38;37.8;0.19;0.015539;1.0365;29.4737;15.8478;52.0800;28.3426;-0.053212;-11.8751;-0.104769;-34.80;5;1236.46;Asia;1;0;M0;0.00;
F;994;2017.02.21 01:12:00;4;5;BUY;1234.00;1234.38;37.8;0.19;0.015539;1.0365;29.4737;15.8478;52.0800;28.3426;-0.053212;-11.8751;-0.104769;-34.80;5;1235.35;Asia;1;0;M0;1234.38;2017.02.21 01:12:00
A;995;2017.02.21 18:15:00;0;1;BUY;1237.54;1237.81;27.0;0.21;0.016787;0.6013;20.9284;14.3065;14.7653;45.1093;-0.024119;8.8719;0.086314;0.00;0;0.00;NewYork;18;0;NONE;0.00;
A;995;2017.02.21 19:36:19;1;2;BUY;1236.17;1236.45;28.4;0.22;0.017392;1.3272;42.9050;4.7224;32.7531;24.8580;-0.091168;-1.1417;0.002415;-1.64;1;0.00;NewYork;19;0;NONE;0.00;
P;995;2017.02.21 19:36:19;1;2;BUY;1236.17;1236.45;28.4;0.22;0.017392;1.3272;42.9050;4.7224;32.7531;24.8580;-0.091168;-1.1417;0.002415;-2.21;2;0.00;NewYork;19;0;M0;0.00;
F;995;2017.02.21 19:36:19;1;2;BUY;1236.17;1236.45;28.4;0.22;0.017392;1.3272;42.9050;4.7224;32.7531;24.8580;-0.091168;-1.1417;0.002415;-2.21;2;1236.76;NewYork;19;0;M0;1236.45;2017.02.21 19:36:19
A;995;2017.02.22 06:16:11;2;3;BUY;1233.85;1234.13;28.2;0.17;0.013798;0.7600;58.0513;3.4081;42.8521;11.6549;-0.032455;-14.0297;-0.128934;-11.31;2;1236.76;Asia;6;0;NONE;0.00;
P;995;2017.02.22 06:16:11;2;3;BUY;1233.85;1234.13;28.2;0.17;0.013798;0.7600;58.0513;3.4081;42.8521;11.6549;-0.032455;-14.0297;-0.128934;-12.16;3;1236.76;Asia;6;0;M0;0.00;
F;995;2017.02.22 06:16:11;2;3;BUY;1233.85;1234.13;28.2;0.17;0.013798;0.7600;58.0513;3.4081;42.8521;11.6549;-0.032455;-14.0297;-0.128934;-12.16;3;1235.31;Asia;6;0;M0;1234.13;2017.02.22 06:16:11
A;996;2017.02.23 19:00:00;0;1;BUY;1249.57;1249.82;25.1;0.18;0.014065;0.6892;29.0756;12.3625;11.2428;48.6734;0.029098;4.0325;0.033649;0.00;0;0.00;NewYork;19;0;NONE;0.00;
A;996;2017.02.23 19:05:58;1;2;BUY;1248.80;1249.08;28.4;0.21;0.017036;0.7074;29.1939;6.8812;20.3707;33.8017;-0.040326;-0.3119;0.009161;-1.02;1;0.00;NewYork;19;0;NONE;0.00;
P;996;2017.02.23 19:05:58;1;2;BUY;1248.80;1249.08;28.4;0.21;0.017036;0.7074;29.1939;6.8812;20.3707;33.8017;-0.040326;-0.3119;0.009161;-1.59;2;0.00;NewYork;19;0;M0;0.00;
F;996;2017.02.23 19:05:58;1;2;BUY;1248.80;1249.08;28.4;0.21;0.017036;0.7074;29.1939;6.8812;20.3707;33.8017;-0.040326;-0.3119;0.009161;-1.59;2;1249.14;NewYork;19;0;M0;1249.08;2017.02.23 19:05:58
A;997;2017.02.28 12:02:00;0;1;BUY;1252.95;1253.20;25.0;0.35;0.028313;1.9280;24.2115;21.3498;16.9941;70.7597;0.102359;2.2497;0.010064;0.00;0;0.00;Overlap;12;0;NONE;0.00;
A;998;2017.03.01 03:19:00;0;1;BUY;1245.11;1245.38;27.1;0.27;0.021725;0.6414;30.4528;16.6548;26.1370;37.3608;-0.032420;-3.6667;-0.041355;0.00;0;0.00;Asia;3;0;NONE;0.00;
A;998;2017.03.01 03:39:41;1;2;BUY;1243.31;1243.59;28.4;0.56;0.044740;1.8920;42.0647;5.6225;38.2854;20.6881;-0.182766;-4.6431;-0.033376;-2.07;1;0.00;Asia;3;0;NONE;0.00;
P;998;2017.03.01 03:39:41;1;2;BUY;1243.31;1243.59;28.4;0.56;0.044740;1.8920;42.0647;5.6225;38.2854;20.6881;-0.182766;-4.6431;-0.033376;-2.64;2;0.00;Asia;3;0;M0;0.00;
F;998;2017.03.01 03:39:41;1;2;BUY;1243.31;1243.59;28.4;0.56;0.044740;1.8920;42.0647;5.6225;38.2854;20.6881;-0.182766;-4.6431;-0.033376;-2.64;2;1244.00;Asia;3;0;M0;1243.59;2017.03.01 03:39:41
A;999;2017.03.01 19:21:00;0;1;BUY;1247.63;1247.91;28.2;0.39;0.031319;0.7471;26.8148;26.8395;19.8836;46.9886;0.085548;4.9530;0.041342;0.00;0;0.00;NewYork;19;0;NONE;0.00;
A;999;2017.03.02 06:01:54;1;2;BUY;1245.60;1245.88;28.4;0.23;0.018164;1.1647;25.6508;14.7181;35.4121;26.2902;-0.041733;-4.0832;-0.022985;-5.25;1;0.00;Asia;6;0;NONE;0.00;
P;999;2017.03.02 06:01:54;1;2;BUY;1245.60;1245.88;28.4;0.23;0.018164;1.1647;25.6508;14.7181;35.4121;26.2902;-0.041733;-4.0832;-0.022985;-5.82;2;0.00;Asia;6;0;M0;0.00;
F;999;2017.03.02 06:01:54;1;2;BUY;1245.60;1245.88;28.4;0.23;0.018164;1.1647;25.6508;14.7181;35.4121;26.2902;-0.041733;-4.0832;-0.022985;-5.82;2;1246.38;Asia;6;0;M0;1245.88;2017.03.02 06:01:54
A;999;2017.03.02 11:27:01;2;3;BUY;1242.19;1242.47;28.4;0.24;0.019079;1.0628;33.7946;10.6664;34.9542;31.9445;-0.010746;-8.4861;-0.075954;-16.05;2;1246.38;London;11;0;NONE;0.00;
P;999;2017.03.02 11:27:01;2;3;BUY;1242.19;1242.47;28.4;0.24;0.019079;1.0628;33.7946;10.6664;34.9542;31.9445;-0.010746;-8.4861;-0.075954;-16.90;3;1246.38;London;11;0;M0;0.00;
F;999;2017.03.02 11:27:01;2;3;BUY;1242.19;1242.47;28.4;0.24;0.019079;1.0628;33.7946;10.6664;34.9542;31.9445;-0.010746;-8.4861;-0.075954;-16.90;3;1244.29;London;11;0;M0;1242.47;2017.03.02 11:27:01
A;999;2017.03.02 13:30:19;3;4;BUY;1236.10;1236.10;0.1;1.03;0.083468;1.7391;50.4454;9.8806;36.6377;15.9127;-0.288788;-5.2120;-0.031068;-53.42;3;1244.29;Overlap;13;0;NONE;0.00;
P;999;2017.03.02 13:30:19;3;4;BUY;1236.10;1236.10;0.1;1.03;0.083468;1.7391;50.4454;9.8806;36.6377;15.9127;-0.288788;-5.2120;-0.031068;-53.42;4;1244.29;Overlap;13;0;M0;0.00;
F;999;2017.03.02 13:30:19;3;4;BUY;1236.10;1236.10;0.1;1.03;0.083468;1.7391;50.4454;9.8806;36.6377;15.9127;-0.288788;-5.2120;-0.031068;-53.42;4;1241.16;Overlap;13;0;M0;1236.10;2017.03.02 13:30:19
A;1000;2017.03.02 16:53:00;0;1;BUY;1236.73;1236.96;23.0;0.68;0.055166;0.9476;38.0194;22.9139;19.1555;49.1757;0.280751;-4.6087;-0.056823;0.00;0;0.00;NewYork;16;0;NONE;0.00;
A;1000;2017.03.02 17:10:51;1;2;BUY;1233.10;1233.24;13.4;1.08;0.087503;1.4348;40.9709;7.4159;40.5827;23.7612;-0.392496;-5.7443;-0.043155;-3.86;1;0.00;NewYork;17;0;NONE;0.00;
P;1000;2017.03.02 17:10:51;1;2;BUY;1233.10;1233.24;13.4;1.08;0.087503;1.4348;40.9709;7.4159;40.5827;23.7612;-0.392496;-5.7443;-0.043155;-4.13;2;0.00;NewYork;17;0;M0;0.00;
F;1000;2017.03.02 17:10:51;1;2;BUY;1233.10;1233.24;13.4;1.08;0.087503;1.4348;40.9709;7.4159;40.5827;23.7612;-0.392496;-5.7443;-0.043155;-4.13;2;1234.47;NewYork;17;0;M0;1233.24;2017.03.02 17:10:51
A;1000;2017.03.03 08:00:00;2;3;BUY;1227.59;1227.83;24.4;1.24;0.101154;8.7447;25.7496;11.9876;38.7048;10.0542;-0.383726;-3.9270;-0.010427;-23.07;2;1234.47;London;8;0;NONE;0.00;
P;1000;2017.03.03 08:00:00;2;3;BUY;1227.59;1227.83;24.4;1.24;0.101154;8.7447;25.7496;11.9876;38.7048;10.0542;-0.383726;-3.9270;-0.010427;-23.80;3;1234.47;London;8;0;M0;0.00;
F;1000;2017.03.03 08:00:00;2;3;BUY;1227.59;1227.83;24.4;1.24;0.101154;8.7447;25.7496;11.9876;38.7048;10.0542;-0.383726;-3.9270;-0.010427;-23.80;3;1231.04;London;8;0;M0;1227.83;2017.03.03 08:00:00
A;1001;2017.03.03 20:01:00;0;1;BUY;1235.49;1235.71;22.3;1.95;0.157589;5.5988;63.7541;41.6977;2.7013;90.9673;0.985992;4.6432;0.026274;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;1001;2017.03.06 18:23:49;1;2;BUY;1225.20;1225.44;24.0;0.16;0.013018;0.7995;31.3770;12.7396;38.2923;34.0862;0.000532;-15.3497;-0.142460;-11.22;1;0.00;NewYork;18;0;NONE;0.00;
P;1001;2017.03.06 18:23:49;1;2;BUY;1225.20;1225.44;24.0;0.16;0.013018;0.7995;31.3770;12.7396;38.2923;34.0862;0.000532;-15.3497;-0.142460;-11.70;2;0.00;NewYork;18;0;M0;0.00;
F;1001;2017.03.06 18:23:49;1;2;BUY;1225.20;1225.44;24.0;0.16;0.013018;0.7995;31.3770;12.7396;38.2923;34.0862;0.000532;-15.3497;-0.142460;-11.70;2;1228.70;NewYork;18;0;M0;1225.44;2017.03.06 18:23:49
A;1001;2017.03.08 13:17:44;2;3;BUY;1209.41;1209.65;24.0;1.34;0.111025;3.2790;22.9358;18.5882;28.1581;24.9647;-0.351353;-2.7961;-0.014519;-64.42;2;1228.70;Overlap;13;0;NONE;0.00;
P;1001;2017.03.08 13:17:44;2;3;BUY;1209.41;1209.65;24.0;1.34;0.111025;3.2790;22.9358;18.5882;28.1581;24.9647;-0.351353;-2.7961;-0.014519;-65.14;3;1228.70;Overlap;13;0;M0;0.00;
F;1001;2017.03.08 13:17:44;2;3;BUY;1209.41;1209.65;24.0;1.34;0.111025;3.2790;22.9358;18.5882;28.1581;24.9647;-0.351353;-2.7961;-0.014519;-65.14;3;1219.06;Overlap;13;0;M0;1209.65;2017.03.08 13:17:44
A;1002;2017.03.16 13:59:00;0;1;BUY;1227.99;1228.21;22.3;0.29;0.023392;0.7249;58.4074;9.5196;15.8397;39.9002;0.118473;-1.9370;-0.025532;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;1002;2017.03.16 17:48:20;1;2;BUY;1225.71;1225.99;28.4;0.46;0.037529;1.1894;51.1589;5.0828;24.1512;27.3253;-0.034674;-5.6640;-0.048462;-2.50;1;0.00;NewYork;17;0;NONE;0.00;
P;1002;2017.03.16 17:48:20;1;2;BUY;1225.71;1225.99;28.4;0.46;0.037529;1.1894;51.1589;5.0828;24.1512;27.3253;-0.034674;-5.6640;-0.048462;-3.07;2;0.00;NewYork;17;0;M0;0.00;
F;1002;2017.03.16 17:48:20;1;2;BUY;1225.71;1225.99;28.4;0.46;0.037529;1.1894;51.1589;5.0828;24.1512;27.3253;-0.034674;-5.6640;-0.048462;-3.07;2;1226.54;NewYork;17;0;M0;1225.99;2017.03.16 17:48:20
A;1003;2017.03.17 02:06:01;0;1;SELL;1226.88;1227.15;27.0;0.15;0.012369;0.9822;19.9675;14.1182;16.7649;52.0045;-0.077055;4.6023;0.054172;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;1003;2017.03.17 02:27:33;1;2;SELL;1227.51;1227.77;26.3;0.16;0.012627;1.1232;38.4241;33.8277;6.4025;73.0726;0.072078;7.6182;0.062859;-0.89;1;0.00;Asia;2;0;NONE;0.00;
P;1003;2017.03.17 02:27:33;1;2;SELL;1227.51;1227.77;26.3;0.16;0.012627;1.1232;38.4241;33.8277;6.4025;73.0726;0.072078;7.6182;0.062859;-1.42;2;0.00;Asia;2;0;M0;0.00;
F;1003;2017.03.17 02:27:33;1;2;SELL;1227.51;1227.77;26.3;0.16;0.012627;1.1232;38.4241;33.8277;6.4025;73.0726;0.072078;7.6182;0.062859;-1.42;2;1227.46;Asia;2;0;M0;1227.51;2017.03.17 02:27:33
A;1004;2017.03.17 16:49:00;0;1;BUY;1228.35;1228.59;24.3;0.11;0.008813;0.5149;10.4583;11.4230;11.5209;46.9162;0.058982;-9.8969;-0.108054;0.00;0;0.00;NewYork;16;0;NONE;0.00;
A;1005;2017.03.20 08:22:00;0;1;BUY;1233.03;1233.28;25.3;0.20;0.016180;0.9194;34.8260;13.7591;17.7618;42.8743;0.049801;-4.6256;-0.055384;0.00;0;0.00;London;8;0;NONE;0.00;
A;1005;2017.03.20 11:15:44;1;2;BUY;1232.01;1232.27;25.9;0.21;0.017187;1.1780;50.2776;5.3469;43.8121;24.9062;-0.095982;-4.9250;-0.033741;-1.27;1;0.00;London;11;0;NONE;0.00;
P;1005;2017.03.20 11:15:44;1;2;BUY;1232.01;1232.27;25.9;0.21;0.017187;1.1780;50.2776;5.3469;43.8121;24.9062;-0.095982;-4.9250;-0.033741;-1.79;2;0.00;London;11;0;M0;0.00;
F;1005;2017.03.20 11:15:44;1;2;BUY;1232.01;1232.27;25.9;0.21;0.017187;1.1780;50.2776;5.3469;43.8121;24.9062;-0.095982;-4.9250;-0.033741;-1.79;2;1232.45;London;11;0;M0;1232.27;2017.03.20 11:15:44
A;1005;2017.03.20 12:08:11;2;3;BUY;1230.15;1230.37;22.0;0.32;0.025952;1.0536;57.2454;4.4966;44.3913;16.9675;-0.096616;-7.2081;-0.058717;-7.37;2;1232.45;Overlap;12;0;NONE;0.00;
P;1005;2017.03.20 12:08:11;2;3;BUY;1230.15;1230.37;22.0;0.32;0.025952;1.0536;57.2454;4.4966;44.3913;16.9675;-0.096616;-7.2081;-0.058717;-8.03;3;1232.45;Overlap;12;0;M0;0.00;
F;1005;2017.03.20 12:08:11;2;3;BUY;1230.15;1230.37;22.0;0.32;0.025952;1.0536;57.2454;4.4966;44.3913;16.9675;-0.096616;-7.2081;-0.058717;-8.03;3;1231.30;Overlap;12;0;M0;1230.37;2017.03.20 12:08:11
A;1006;2017.03.20 19:35:01;0;1;BUY;1233.59;1233.86;27.0;0.11;0.008593;0.7298;26.7123;10.5764;15.7533;46.2463;0.020282;-0.0249;-0.005555;0.00;0;0.00;NewYork;19;0;NONE;0.00;
A;1006;2017.03.21 01:18:16;1;2;BUY;1233.07;1233.34;27.3;0.34;0.027573;1.6386;57.2137;4.6934;52.5481;14.8210;-0.226840;-3.9136;-0.021550;-1.32;1;0.00;Asia;1;0;NONE;0.00;
P;1006;2017.03.21 01:18:16;1;2;BUY;1233.07;1233.34;27.3;0.34;0.027573;1.6386;57.2137;4.6934;52.5481;14.8210;-0.226840;-3.9136;-0.021550;-1.87;2;0.00;Asia;1;0;M0;0.00;
F;1006;2017.03.21 01:18:16;1;2;BUY;1233.07;1233.34;27.3;0.34;0.027573;1.6386;57.2137;4.6934;52.5481;14.8210;-0.226840;-3.9136;-0.021550;-1.87;2;1233.33;Asia;1;0;M0;1233.34;2017.03.21 01:18:16
A;1006;2017.03.21 01:37:27;2;3;BUY;1231.74;1231.96;22.0;0.21;0.017211;0.8455;40.2022;11.4700;32.7737;23.1778;0.035766;-10.9884;-0.090308;-5.85;2;1233.33;Asia;1;0;NONE;0.00;
P;1006;2017.03.21 01:37:27;2;3;BUY;1231.74;1231.96;22.0;0.21;0.017211;0.8455;40.2022;11.4700;32.7737;23.1778;0.035766;-10.9884;-0.090308;-6.51;3;1233.33;Asia;1;0;M0;0.00;
F;1006;2017.03.21 01:37:27;2;3;BUY;1231.74;1231.96;22.0;0.21;0.017211;0.8455;40.2022;11.4700;32.7737;23.1778;0.035766;-10.9884;-0.090308;-6.51;3;1232.61;Asia;1;0;M0;1231.96;2017.03.21 01:37:27
A;1006;2017.03.21 01:41:34;3;4;BUY;1229.73;1229.83;10.0;0.59;0.047897;4.6196;51.9589;6.4710;46.1240;11.2335;-0.215501;-7.1360;-0.054965;-18.59;3;1232.61;Asia;1;0;NONE;0.00;
P;1006;2017.03.21 01:41:34;3;4;BUY;1229.73;1229.83;10.0;0.59;0.047897;4.6196;51.9589;6.4710;46.1240;11.2335;-0.215501;-7.1360;-0.054965;-18.99;4;1232.61;Asia;1;0;M0;0.00;
F;1006;2017.03.21 01:41:34;3;4;BUY;1229.73;1229.83;10.0;0.59;0.047897;4.6196;51.9589;6.4710;46.1240;11.2335;-0.215501;-7.1360;-0.054965;-18.99;4;1231.52;Asia;1;0;M0;1229.83;2017.03.21 01:41:34
A;1006;2017.03.21 02:00:49;4;5;BUY;1227.90;1228.18;28.4;0.50;0.041025;1.4372;34.0905;16.5566;32.3291;19.4145;-0.055216;-10.4927;-0.084516;-37.29;4;1231.52;Asia;2;0;NONE;0.00;
P;1006;2017.03.21 02:00:49;4;5;BUY;1227.90;1228.18;28.4;0.50;0.041025;1.4372;34.0905;16.5566;32.3291;19.4145;-0.055216;-10.4927;-0.084516;-38.71;5;1231.52;Asia;2;0;M0;0.00;
F;1006;2017.03.21 02:00:49;4;5;BUY;1227.90;1228.18;28.4;0.50;0.041025;1.4372;34.0905;16.5566;32.3291;19.4145;-0.055216;-10.4927;-0.084516;-38.71;5;1229.90;Asia;2;0;M0;1228.18;2017.03.21 02:00:49
A;1007;2017.03.22 11:34:00;0;1;BUY;1245.17;1245.37;20.3;0.12;0.009637;0.5517;37.8603;20.5042;5.6509;56.6097;0.069488;-5.3783;-0.067463;0.00;0;0.00;London;11;0;NONE;0.00;
A;1008;2017.03.22 15:48:00;0;1;BUY;1247.94;1248.17;23.4;0.26;0.021055;0.8243;21.3531;14.9123;9.9819;53.4885;0.035055;-0.2734;-0.011664;0.00;0;0.00;Overlap;15;0;NONE;0.00;
A;1009;2017.03.23 12:14:00;0;1;BUY;1248.02;1248.26;24.2;0.18;0.014623;0.6642;38.8962;11.6355;12.1891;54.2573;0.040056;2.1933;0.013348;0.00;0;0.00;Overlap;12;0;NONE;0.00;
A;1010;2017.03.23 20:44:00;0;1;BUY;1245.39;1245.74;35.1;0.19;0.015056;1.1503;21.7071;24.0964;26.4443;42.4571;0.040011;-3.5294;-0.043749;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;1010;2017.03.23 20:59:01;1;2;BUY;1244.14;1246.48;234.2;0.42;0.033437;2.9982;25.3511;15.8561;46.3491;22.1607;-0.082210;-4.3002;-0.026212;-1.60;1;0.00;NewYork;20;0;NONE;0.00;
P;1010;2017.03.23 20:59:01;1;2;BUY;1244.14;1246.48;234.2;0.42;0.033437;2.9982;25.3511;15.8561;46.3491;22.1607;-0.082210;-4.3002;-0.026212;-6.28;2;0.00;NewYork;20;0;M0;0.00;
